original_title,cast,director,keywords,runtime,genres,production_companies,release_date,release_year,budget_adj,revenue_adj,profit
Ask Me Anything,Britt Robertson|Christian Slater|Justin Long|Martin Sheen|Andy Buckley,Allison Burnett,college|blog|dark secrets,100.0,Drama|Mystery|Thriller,Decipher Entertainment|Presque Isle Films|LA Publicity|Tait Productions,2014-04-19,2014,875036.498232886,115100887.62834093,-875036.498232886
Suburban Gothic,Matthew Gray Gubler|Ray Wise|Kat Dennings|Sally Kirkland|Jeffrey Combs,Richard Bates Jr.,supernatural|evil spirit|spirit|paranormal activity,90.0,Horror|Comedy,New Normal Films,2014-07-19,2014,36889069.20400227,115100887.62834093,0.0
Welcome to New York,GÃ©rard Depardieu|Jacqueline Bisset|Drena De Niro|Amy Ferguson|Paul Calderon,Abel Ferrara,prostitute|hotel room|nudity|overweight man|hooker,125.0,Drama,Wild Bunch,2014-05-17,2014,36889069.20400227,115100887.62834093,0.0
An Honest Liar,James Randi|Adam Savage|Bill Nye|Uri Geller|Penn Jillette,Tyler Measom|Justin Weinstein,magic|fraud|biography|paranormal|psychic,90.0,History|Comedy|Documentary,Left Turn Films|Pure Mutt Productions,2014-04-18,2014,36889069.20400227,115100887.62834093,0.0
Heavenly Sword,Anna Torv|Alfred Molina|Thomas Jane|Ashleigh Ball|Ashleigh Ball,Gun Ho Jang,swordplay,85.0,Adventure|Action|Animation|Fantasy,Blockade Entertainment|Sony Computer Entertainment|AZ Works,2014-06-30,2014,5526546.30462875,115100887.62834093,-5526546.30462875
JLA Adventures: Trapped in Time,Diedrich Bader|Laura Bailey|Dante Basco|Grey Griffin|Kevin Michael Richardson,Giancarlo Volpe,cyborg|dc comics|time travel|superhero|super powers,52.0,Family|Animation|Action|Science Fiction,DC Comics|Warner Bros. Animation|Warner Home Video|DC Entertainment|Warner Bros. Home Entertainment Group,2014-01-21,2014,36889069.20400227,115100887.62834093,0.0
Enchanted Kingdom,Idris Elba|Hayley Joanne Bacon|India Dale-Hill,Patrick Morris|Neil Nightingale,,87.0,Documentary,BBC Worldwide|Reliance BIG Entertainment|BBC Earth|Evergreen Films|Legend3D,2014-03-25,2014,16.5796389138862,115100887.62834093,-16.5796389138862
Kristy,Ashley Greene|Haley Bennett|Lucas Till|Chris Coy|Mike Seal,Olly Blackburn,fight|mask|college|thanksgiving|campus,86.0,Thriller|Horror,Electric City Entertainment|David Kirschner Productions|La Sienega Productions,2014-08-07,2014,6355528.25032307,115100887.62834093,-6355528.25032307
I Am Soldier,Noel Clarke|Philip Desmeules|Duncan Casey|Lee Charles|Jordan Long,Ronnie Thompson,special air service,84.0,Action|Thriller|War,Tea Shop & Film Company,2014-03-17,2014,36889069.20400227,115100887.62834093,0.0
Desert Dancer,Freida Pinto|Reece Ritchie|Tom Cullen|Nazanin Boniadi|Marama Corlett,Richard Raymond,dance|ban from profession|biography|iran|oppression,98.0,Drama,Head Gear Films|Lipsync Productions|May 13 Films|CrossDay Productions Ltd.|Morocco Film Assistance,2014-07-03,2014,36889069.20400227,115100887.62834093,0.0
See No Evil 2,Katharine Isabelle|Danielle Harris|Chelan Simmons|Glenn Thomas Jacobs|Kaj-Erik Eriksen,Jen Soska|Sylvia Soska,slasher|woman director,90.0,Horror,LionsGate|WWE Studios,2014-10-20,2014,36889069.20400227,115100887.62834093,0.0
Queen and Country,Callum Turner|Vanessa Kirby|Caleb Landry Jones|Tamsin Egerton|David Thewlis,John Boorman,korean war|englishman,114.0,Drama,Merlin Films,2014-05-20,2014,36889069.20400227,115100887.62834093,0.0
Goodbye to All That,Paul Schneider|Anna Camp|Michael Chernus|Heather Graham|Heather Lawless,Angus MacLachlan,,87.0,Comedy,Epoch Films|RC Pictures,2014-12-17,2014,36889069.20400227,115100887.62834093,0.0
Northern Soul,Steve Coogan|Antonia Thomas|Christian McKay|Ricky Tomlinson|James Lance,Elaine Constantine,woman director,102.0,Music|Drama,Baby Cow Productions|Stubborn Heart Films,2014-10-17,2014,36889069.20400227,115100887.62834093,0.0
Doctor Who: Last Christmas,Peter Capaldi|Jenna Coleman|Nick Frost|Samuel Anderson|Dan Starkey,Paul Wilmshurst,,57.0,Science Fiction|Adventure|Drama|Fantasy,BBC Cymru Wales,2014-12-25,2014,36889069.20400227,115100887.62834093,0.0
Lilting,Ben Whishaw|Cheng Pei-Pei|Andrew Leung|Morven Christie|Naomi Christie,Hong Khaou,homosexuality|lgbt|male male kiss|lost love|gay couple,91.0,Drama,Microwave Film|Stink Films|Dominic Buchanan Productions|SUMS* Film and Media,2014-08-07,2014,36889069.20400227,115100887.62834093,0.0
Fear Clinic,Thomas Dekker|Robert Englund|Cleopatra Coleman|Fiona Dourif|Kevin Gage,Robert Hall,phobia|doctor|fear,95.0,Horror,Dry County Films|Anchor Bay Entertainment|Movie Machine,2014-10-31,2014,0.921091050771459,115100887.62834093,-0.921091050771459
School Dance,Patrick Warburton|Wilmer Valderrama|Efren Ramirez|Mike Epps|Bobb'e J. Thompson,Nick Cannon,,85.0,Comedy|Music,,2014-07-02,2014,36889069.20400227,115100887.62834093,0.0
Valley Uprising,Peter Sarsgaard|Alex Honnold|Royal Robbins|Lynn Hill|Dean Potter,Josh Lowell|Peter Mortimer|Nick Rosen,tourist|ranger|national park|climbing|yosemite,99.0,Adventure|Documentary,Sender Films,2014-09-01,2014,36889069.20400227,115100887.62834093,0.0
9 Kisses,Reese Witherspoon|Benedict Cumberbatch|Steve Carell|Laura Dern|Jenny Slate,Elaine Constantine,lesbian kiss|kiss,9.0,Romance,,2014-12-11,2014,36889069.20400227,115100887.62834093,0.0
In My Dreams,Katharine McPhee|Mike Vogel|JoBeth Williams|Jessalyn Wanlim|Antonio Cupo,Kenny Leon,,94.0,Romance|Drama|Fantasy,Hallmark Hall of Fame Productions,2014-04-20,2014,36889069.20400227,115100887.62834093,0.0
Julia,Ashley C. Williams|Tahyna Tozzi|Jack Noseworthy|Joel de la Fuente|Cary Woodworth,Matthew A. Brown,nurse|rape|plastic surgery|castration|revenge,95.0,Thriller|Horror,Zero Gravity Management|Farraj Factory|Kinetic Arts|Tycor International Film Company,2014-10-14,2014,36889069.20400227,2496.15674759065,2496.15674759065
Perfect Sisters,Abigail Breslin|Georgie Henley|Mira Sorvino|Jeffrey Ballard|ZoÃ« Belkin,Stanley M. Brooks,toronto|based on true story|murder|teenager|rumor,100.0,Thriller|Drama|Crime,Julijette,2014-04-08,2014,36889069.20400227,115100887.62834093,0.0
Ironclad 2: Battle for Blood,Michelle Fairley|Roxanne McKee|Rosie Day|Danny Webb|David Rintoul,Jonathan English,sword fight|medieval,108.0,Action|Adventure,Mythic International Entertainment|Gloucester Place Films|International Pictures One,2014-03-14,2014,36889069.20400227,115100887.62834093,0.0
Jackass Presents: Bad Grandpa .5,Johnny Knoxville|Spike Jonze|Jackson Nicoll|Catherine Keener|Gregg Harris,Jeff Tremaine,mtv|jackass,76.0,Comedy,MTV Films,2014-06-03,2014,36889069.20400227,115100887.62834093,0.0
Dark Was the Night,Kevin Durand|Lukas Haas|Nick Damici|Sabina Gadecki|Steve Agee,Jack Heller,post traumatic stress  disorder|death of a child|animal death|creature feature|marital separation,97.0,Horror|Thriller,Maiden Woods Films,2014-10-17,2014,36889069.20400227,115100887.62834093,0.0
Asthma,Benedict Samuel|Krysten Ritter|Nick Nolte|Rosanna Arquette|Goran Visnjic,Jake Hoffman,artist|musician|escape|classic|car,90.0,Romance|Drama,"Thank You, Brain! Productions|Out Of The Woods Productions|Sunny Field Entertainment",2014-07-08,2014,36889069.20400227,115100887.62834093,0.0
Saint Laurent,Gaspard Ulliel|JÃ©rÃ©mie Renier|LÃ©a Seydoux|Louis Garrel|Amira Casar,Bertrand Bonello,biography|fashion designer|fashion,150.0,Drama,EuropaCorp|Mandarin Films,2014-09-23,2014,36889069.20400227,115100887.62834093,0.0
Street Fighter: Assassin's Fist,Christian Howard|Mike Moh|Akira Koieyama|Togo Igawa|Gaku Space,Joey Ansah,martial arts,152.0,Adventure|Action,Assassin's Fist Limited,2014-05-23,2014,36889069.20400227,115100887.62834093,0.0
Jamie Marks Is Dead,Cameron Monaghan|Noah Silver|Morgan Saylor|Madisen Beaty|Judy Greer,Carter Smith,,100.0,Drama|Thriller,Verisimilitude,2014-08-29,2014,36889069.20400227,115100887.62834093,0.0
The Device,Angela DiMarco|David S. Hogan|Kate Alden|Gabriel Congdon|Ben Andrews,Jeremy Berg,sister sister relationship|lake|alien object,90.0,Thriller|Horror|Science Fiction,Ruthless Pictures|The October People,2014-12-16,2014,36889069.20400227,115100887.62834093,0.0
WolfCop,Leo Fafard|Amy Matysio|Jonathan Cherry|Sarah Lind|Aidan Devine,Lowell Dean,exploitation|cop|werewolf,79.0,Horror|Comedy,Echolands Creative Group,2014-06-06,2014,36889069.20400227,115100887.62834093,0.0
At the Devil's Door,Naya Rivera|Catalina Sandino Moreno|Ashley Rickards|Kate Flannery|Ava Acres,Nicholas McCarthy,evil|real estate agent,91.0,Horror,XYZ Films|Varient|Candlewood Entertainment,2014-03-09,2014,36889069.20400227,115100887.62834093,0.0
Roger Waters: The Wall,Roger Waters,Sean Evans|Roger Waters,,133.0,Music,Dolby|Rue 21 Productions|Picture House Entertainmet,2014-09-29,2014,36889069.20400227,115100887.62834093,0.0
Kelly & Cal,Juliette Lewis|Cybill Shepherd|Alysia Reiner|Jonny Weston|Josh Hopkins,Jen McGowan,wheelchair|friendship|single mother|punk rocker|woman director,107.0,Drama|Comedy,Mad Dog Pictures|Spring Pictures,2014-03-07,2014,36889069.20400227,115100887.62834093,0.0
Cat Run 2,Scott Mechlowicz|Alphonso McAuley|Winter Ave Zoli|Kamille Leai|Vanessa Branch,John Stockwell,,97.0,Action,,2014-08-19,2014,36889069.20400227,115100887.62834093,0.0
The Remaining,Alexa PenaVega|Johnny Pacar|Shaun Sipos|Bryan Dechart|Italia Ricci,Casey La Scala,apocalypse|wedding|end of times,88.0,Thriller|Horror,Affirm Films|Sunrise Pictures|Cinematic|Baron Films,2014-08-25,2014,36889069.20400227,1077310.85625545,1077310.85625545
Apocalypse Pompeii,Adrian Paul|John Rhys-Davies|Georgina Beedle|Ralitsa Paskaleva|Dan Cade,Ben Demaree,,88.0,Adventure|Action,The Asylum|Nimar Studios,2014-02-18,2014,36889069.20400227,115100887.62834093,0.0
The Search for General Tso,,Ian Cheney,food,71.0,Documentary,,2014-04-20,2014,36889069.20400227,115100887.62834093,0.0
Take Care,Leslie Bibb|Thomas Sadoski|Betty Gilpin|Michael Stahl-David|Marin Ireland,Liz Tuccillo,romance|cancer|comedy|auto accident|woman director,94.0,Comedy|Drama|Romance,,2014-03-07,2014,36889069.20400227,115100887.62834093,0.0
Low Down,John Hawkes|Elle Fanning|Glenn Close|Peter Dinklage|Lena Headey,Jeff Preiss,1970s|jazz|heroin|failure|biography,119.0,Drama|Music,Bona Fide Productions|Epoch Films|Heretic Films,2014-01-19,2014,36889069.20400227,115100887.62834093,0.0
The Prophet,Liam Neeson|Salma Hayek|John Krasinski|Frank Langella|Alfred Molina,Roger Allers,woman director,85.0,Animation,Ventanarosa Productions|Participant Media|Doha Film Institute|Code Red|Bardel Entertainment Inc.,2014-09-06,2014,36889069.20400227,115100887.62834093,0.0
JohnnyExpress,,Kyungmin Woo,futuristic|spaceship|alien|alien planet|disaster,5.0,Animation|Comedy|Science Fiction,Alfred Image Works,2014-05-08,2014,36889069.20400227,115100887.62834093,0.0
Sharktopus vs Pteracuda,Robert Carradine|Tony Evangelista|Rib Hillis|Conan O'Brien|Hensy Pichardo,Kevin O'Neill,monster|octopus|giant monster|decapitation|scientist,88.0,TV Movie|Science Fiction|Action|Adventure|Horror,New Horizons Picture,2014-08-02,2014,36889069.20400227,115100887.62834093,0.0
Mrs. Brown's Boys D'Movie,Brendan O'Carroll|Jennifer Gibney|Eilish O'Carroll|Danny O'Carroll|Fiona O'Carroll,Ben Kellett,brendan ocarrol,94.0,Comedy,BBC Films|That's Nice Films|BocFlix,2014-06-27,2014,5434437.19955161,21185094.1677435,15750656.96819189
Listen Up Philip,Jason Schwartzman|Elisabeth Moss|Jonathan Pryce|Krysten Ritter|JosÃ©phine de la Baume,Alex Ross Perry,writer|narcissist,108.0,Comedy|Drama,Sailor Bear|Washington Square Films|Faliro House Productions,2014-10-17,2014,36889069.20400227,115100887.62834093,0.0
Iverson,Allen Iverson|Tom Brokaw|Dwyane Wade|Carmelo Anthony|Larry Brown,Zatella Beatty,woman director,97.0,Documentary,,2014-04-27,2014,36889069.20400227,115100887.62834093,0.0
The Road Within,Robert Sheehan|Robert Patrick|ZoÃ« Kravitz|Dev Patel|Kyra Sedgwick,Gren Wells,father-son relationship|road trip|tourette syndrome|woman director|cremation,100.0,Comedy|Drama,Troika Pictures|Amasia Entertainment|Coup d'Etat Films,2014-10-24,2014,36889069.20400227,115100887.62834093,0.0
Ascension,Tricia Helfer|Gil Bellows|Brian Van Holt|Andrea Roth|Brandon P. Bell,Mairzee Almas|Nick Copus|Robert Lieberman,woman director,282.0,Drama|Science Fiction|TV Movie,,2014-12-15,2014,36889069.20400227,115100887.62834093,0.0
Dans la cour,Catherine Deneuve|Pio MarmaÃ¯|FÃ©odor Atkine|Nicolas Bouchaud|Gustave de Kervern,Pierre Salvadori,,97.0,Drama|Comedy,France 2 CinÃ©ma,2014-05-02,2014,36889069.20400227,115100887.62834093,0.0
Crawl or Die,Nicole Alonso|Torey Byrne|Tommy Ball|Will Crown|David Paul Baker,Oklahoma Ward,alien|tunnel,86.0,Thriller|Science Fiction|Horror,,2014-08-13,2014,36889069.20400227,115100887.62834093,0.0
Red Army,Vyacheslav Fetisov|Vladimir Pozner,Gabe Polsky,biography|sport|hockey,76.0,Documentary|History,Russian Film Committee|Gabriel Polsky Productions,2014-08-13,2014,36889069.20400227,115100887.62834093,0.0
Whitey: United States of America v. James J. Bulger,Stephen Rakes|James J. Bulger|Tommy Donahue|David Boeri,Joe Berlinger,biography,107.0,Crime|Documentary,Radical Media|CNN Films,2014-01-18,2014,36889069.20400227,115100887.62834093,0.0
The Living,Jocelin Donahue|Kenny Wormald|Chris Mulkey|Joelle Carter|Erin Cummings,Jack Bryan,,89.0,Thriller,Shooting Films,2014-06-26,2014,460545.525385729,115100887.62834093,-460545.525385729
Rosewater,Gael GarcÃ­a Bernal|Shohreh Aghdashloo|Jason Jones|Haluk Bilginer|Nasser Faris,Jon Stewart,prison|biography|reporter|interrogation|iran,103.0,Drama,Odd Lot Entertainment|International Traders|Busboy Productions,2014-11-07,2014,36889069.20400227,115100887.62834093,0.0
Last Days in Vietnam,,Rory Kennedy,vietnam|vietnam war|woman director|vietnamese refugees|fall of saigon,98.0,War|Documentary,,2014-09-05,2014,36889069.20400227,115100887.62834093,0.0
ç­‰ä¸€å€‹äººå’–å•¡,Vivian Sung|Bruce Bu Lu-Si|Megan Lai|Marcus Chang|Lee Luo,Chiang Chin-Lin,coffee shop,119.0,Comedy|Romance,Edko Films|Star Ritz Productions Co Ltd|Amazing Film Studio,2014-08-15,2014,36889069.20400227,115100887.62834093,0.0
Two Men in Town,Forest Whitaker|Harvey Keitel|Brenda Blethyn|Luis GuzmÃ¡n|Dolores Heredia,Rachid Bouchareb,sheriff|revenge|ex-con,120.0,Crime|Drama,Tessalit Productions,2014-02-06,2014,36889069.20400227,115100887.62834093,0.0
Hyena,Peter Ferdinando|Stephen Graham|Neil Maskell|Elisa Lasowski|MyAnna Buring,Gerard Johnson,london|bad cop,112.0,Drama|Crime,Film4|Number 9 Films,2014-06-18,2014,36889069.20400227,115100887.62834093,0.0
Finders Keepers,Jaime Pressly|Kylie Rogers|Tobin Bell|Patrick Muldoon|Mark DeCarlo,Alexander Yellen,profession|evil doll|possession|murder|problem child,85.0,Mystery|Thriller|Horror,HFD Productions|Hybrid LLC,2014-10-18,2014,36889069.20400227,115100887.62834093,0.0
Trailer Park Boys: Don't Legalize It,John Paul Tremblay|Robb Wells|Mike Smith|John Dunsworth|Jonathan Torrens,Mike Clattenburg,,95.0,Comedy,,2014-04-18,2014,36889069.20400227,115100887.62834093,0.0
Elephant Song,Xavier Dolan|Catherine Keener|Carrie-Anne Moss|Bruce Greenwood,Charles BinamÃ©,mental institution|mind game,110.0,Drama,Melenny Productions,2014-09-04,2014,36889069.20400227,115100887.62834093,0.0
Teen Lust,Cary Elwes|Emmanuelle Vaugier|Kristin Bauer van Straten|Jon Cor|Jesse Carere,Blaine Thurier,,80.0,Comedy,Independent Edge FIlms|Farpoint Films|Telefilm Canada - Equity Investment Program,2014-09-04,2014,36889069.20400227,115100887.62834093,0.0
The Little Rascals Save the Day,Drew Justice|Rio Mangini|Jenna Ortega|Eden Wood|Jet Jurgensmeyer,Alex Zamm,,93.0,Comedy,Universal Pictures|Capital Arts Entertainment,2014-03-25,2014,7368728.40617167,115100887.62834093,-7368728.40617167
Nowhere Safe,Natasha Henstridge|Jamie Kennedy|Danielle Chuchran|James Gaisford|Tatum Chiniquy,Brian Brough,,93.0,TV Movie|Drama,Gradual Elevate Media,2014-10-05,2014,36889069.20400227,115100887.62834093,0.0
Black Mirror: White Christmas,Jon Hamm|Rafe Spall|Oona Chaplin|Natalia Tena|Janet Montgomery,Carl Tibbetts,artificial intelligence|confession|technology|murder|justice,74.0,Drama|Horror|Mystery|Science Fiction|Thriller,,2014-12-16,2014,36889069.20400227,115100887.62834093,0.0
Animal,Joey Lauren Adams|Elizabeth Gillies|Paul Iacono|Thorsten Kaye|Amaury Nolasco,Brett Simmons,predator|vacation|animal,86.0,Thriller|Horror,Chiller Films|Flower Films (II)|Synthetic Cinema International,2014-06-17,2014,36889069.20400227,115100887.62834093,0.0
We'll Never Have Paris,Melanie Lynskey|Maggie Grace|Simon Helberg|Zachary Quinto|Jason Ritter,Simon Helberg|Jocelyn Towne,paris|new york|florist|engagement|break-up,89.0,Comedy|Romance,Marc Platt Productions|Bifrost Pictures|The Bridge Finance Company|PalmStar Media|E2B Capital,2014-10-01,2014,36889069.20400227,115100887.62834093,0.0
Free to Play,Benedict Lim|Danil Ishutin|Clinton Loomis,,competition|video game|esports|dota 2,75.0,Documentary,Valve,2014-03-19,2014,138163.657615718,115100887.62834093,-138163.657615718
They Came Together,Paul Rudd|Amy Poehler|Bill Hader|Ellie Kemper|Cobie Smulders,David Wain,,84.0,Comedy,Lionsgate,2014-06-27,2014,36889069.20400227,115100887.62834093,0.0
Jersey Shore Massacre,Danielle Dallacco|Angelica Boccella|Giovanni Roselli|Chris Lazzaro|Nicole Rutigliano,Paul Tarnopol,new jersey|nudity|exploitation|gore|spoof,88.0,Horror|Comedy,Spy Global Media|JSM productions1,2014-08-22,2014,1289527.47108004,115100887.62834093,-1289527.47108004
The Story of Frozen: Making a Disney Animated Classic,Idina Menzel|Kristen Bell|Jennifer Lee|Josh Gad|Walt Disney,Rudy Bednar,animation|making of,44.0,Documentary,American Broadcasting Company (ABC)|Lincoln Square Productions,2014-09-15,2014,36889069.20400227,115100887.62834093,0.0
Inner Demons,Morgan McClellan|Lara Vosburgh|Colleen McGrann|Christopher Parker|Brian Flaherty,Seth Grossman,supernatural|drug rehab|intervention|demonic possession|found footage,85.0,Thriller|Horror,Schorr Pictures,2014-06-13,2014,36889069.20400227,115100887.62834093,0.0
Cowspiracy: The Sustainability Secret,,Kip Anderson|Keegan Kuhn,climate change|cow|food|environment|sustainable,85.0,Documentary,First Spark Media|A.U.M. Films,2014-07-01,2014,107.76765294026,115100887.62834093,-107.76765294026
Killer Legends,Rachel Mills|Joshua Zeman,Joshua Zeman|Rachel Mills,,86.0,History|Crime|Horror|Documentary,,2014-07-01,2014,36889069.20400227,115100887.62834093,0.0
Amira & Sam,Martin Starr|Dina Shihabi|Paul Wesley|Laith Nakli|David Rasche,Sean Mullin,immigrant|iraq|stand up comedian|veteran|iraq veteran,90.0,Drama|Romance|Comedy,Vanishing Angle|Strongman|Five By Eight Productions|Hole in 1 Productions,2014-05-30,2014,36889069.20400227,115100887.62834093,0.0
Midnight Sun,Dakota Goyo|Goran Visnjic|Bridget Moynahan|Linda Kash|Kendra Leigh Timmins,Roger Spottiswoode,canada|human being-animal relationship|polar bear|bear|winter & snow,120.0,Family|Adventure,Imagenation Abu Dhabi FZ|Media Max Productions|Hyde Park Entertainment|Rob Heydon Productions,2014-09-01,2014,16579638.9138862,115100887.62834093,-16579638.9138862
Grumpy Cat's Worst Christmas Ever,Grumpy Cat|Megan Charpentier|Aubrey Plaza|Daniel Roebuck|Russell Peters,Tim Hill,teenager|talking cat|christmas,90.0,Comedy|Family,Lifetime,2014-11-29,2014,36889069.20400227,115100887.62834093,0.0
The Hornet's Nest,Carlos Boettcher|Mike Boettcher|Kalen M. Waite,David Salzberg|Christian Tureaud,afghanistan|war in afghanistan|improvised explosive device,93.0,War|Documentary|History,HighRoad Entertainment,2014-05-09,2014,36889069.20400227,115100887.62834093,0.0
Viharsarok,AndrÃ¡s SÃ¼tÃ¶|ÃdÃ¡m Varga|Lajos OttÃ³ HorvÃ¡th|EnikÃ¶ BÃ¶rcsÃ¶k|Zita TÃ©by,ÃdÃ¡m CsÃ¡szi,homophobia|homosexuality|gay romance|threesome,105.0,Drama,TLA Releasing,2014-02-08,2014,36889069.20400227,115100887.62834093,0.0
The Mummy Resurrected,Stuart Rigby|Elizabeth Friedman|Alena Savostikova|Bailey Gaddis|Lauren Bronleewe,Patrick McManus,mummy,80.0,Horror,Halcyon International Pictures|Still Night Monster Movies|Automatic Media,2014-03-01,2014,36889069.20400227,115100887.62834093,0.0
